"","FIPS","SES_index_1990","SES_index_2000","SES_index_2010","SES_quintile_1990","SES_quintile_2000","SES_quintile_2010"
"62","04012",1.43558154672348,0.471357434594305,0.0553002092168248,"Q5","Q4","Q3"
"63","04013",-0.718225664946144,-0.286529317544289,-0.0326718010934433,"Q2","Q3","Q3"
"64","04015",-0.35795634198586,-0.0865875339781227,0.0392747243556781,"Q2","Q3","Q3"
"65","04017",2.0756252258335,2.32097797598646,1.40520575090612,"Q5","Q5","Q5"
"66","04019",-0.230182352898048,0.181048899181258,0.246438411101809,"Q3","Q4","Q4"
"67","04021",0.792550438623997,0.327328617051166,-0.214710943857364,"Q5","Q4","Q3"
"68","04023",1.34624496096134,2.02037028120279,1.69276753733694,"Q5","Q5","Q5"
"69","04025",-0.340302796989721,-0.393957243382249,-0.441871690572719,"Q2","Q3","Q2"
"70","05001",0.614963611319673,0.697674978822167,0.544907137638418,"Q4","Q5","Q4"
"71","05003",0.729685285318771,0.584715228141436,0.631603535238424,"Q5","Q4","Q4"
"72","05005",0.16832375549183,-0.493297786676559,-0.332516510827069,"Q4","Q2","Q3"
"73","05007",-0.724545441027318,-0.544500784060831,-0.474607081392727,"Q2","Q2","Q2"
"74","05009",-0.0010693205152118,0.0463642500727679,-0.289003849411077,"Q3","Q4","Q3"
"75","05015",0.132534751211076,0.11180457548168,0.119191871058967,"Q4","Q4","Q4"
"76","05017",2.79726908082348,2.38524444252181,2.94100809681925,"Q5","Q5","Q5"
"77","05019",0.874481902388699,0.608931206588333,0.6502336458592,"Q5","Q4","Q4"
"78","05021",0.930462326555995,0.46286315809374,0.277387765060961,"Q5","Q4","Q4"
"79","05023",0.484221008736828,-0.318104543122325,-0.185969516964106,"Q4","Q3","Q3"
"80","05027",1.01351205991311,1.0304439269209,1.22333160004358,"Q5","Q5","Q5"
"81","05029",0.299808528929587,0.28936212858515,-0.176833180634885,"Q4","Q4","Q3"
"82","05031",0.170556428056521,0.313215890862606,0.792798343568186,"Q4","Q4","Q5"
"83","05033",0.323060072627789,0.117273634923974,0.263835640234249,"Q4","Q4","Q4"
"84","05035",1.27871050062258,2.04165376358382,2.60727175555268,"Q5","Q5","Q5"
"85","05039",0.953912105065961,0.544546399864065,0.803122588779448,"Q5","Q4","Q5"
"86","05045",-0.207677865234364,-0.30750945923231,-0.0587621682994214,"Q3","Q3","Q3"
"87","05047",0.733483258117593,0.017258081299873,0.150424596108636,"Q5","Q4","Q4"
"88","05049",1.35659191242809,0.28951575096639,-0.0296431254644476,"Q5","Q4","Q3"
"89","05051",0.253310604904845,0.0464436872907695,0.319642686631137,"Q4","Q4","Q4"
"90","05055",0.423523967180874,-0.0845740754760807,0.18450289530748,"Q4","Q3","Q4"
"91","05057",1.0809866320374,1.04539944074224,1.29847002996763,"Q5","Q5","Q5"
"92","05059",0.644344303051067,-0.0382451377520252,-0.209085159118266,"Q4","Q3","Q3"
"93","05061",0.45937053353488,0.303411197650775,0.697247116523641,"Q4","Q4","Q5"
"94","05063",0.322317500330901,-0.10093817404413,0.265938829374548,"Q4","Q3","Q4"
"95","05069",0.971834560951632,1.16615819866225,1.71993351021743,"Q5","Q5","Q5"
"96","05071",0.636075393098256,0.445701456907715,0.296639574612485,"Q4","Q4","Q4"
"97","05075",1.38244778704338,0.576077784625679,1.02539625327599,"Q5","Q4","Q5"
"98","05079",1.16701010404683,0.898953567918867,1.1214595696552,"Q5","Q5","Q5"
"99","05081",0.533982762194999,0.293388907913738,0.297267800425402,"Q4","Q4","Q4"
"100","05083",0.679827307168059,0.147414642230039,-0.254228216288663,"Q5","Q4","Q3"
"101","05085",-0.034115783926803,-0.391029250910981,-0.194636278032724,"Q3","Q3","Q3"
"102","05089",0.539140973953411,0.0820652736059299,-0.260849925986317,"Q4","Q4","Q3"
"103","05091",0.897249921795944,0.980006681162179,0.787733539150802,"Q5","Q5","Q5"
"104","05093",1.20106778060932,1.68466247612664,2.07463046661356,"Q5","Q5","Q5"
"105","05099",0.847011718060578,1.34498150181252,1.11570371857607,"Q5","Q5","Q5"
"106","05103",0.724681247864497,1.09929205090037,1.27881298902499,"Q5","Q5","Q5"
"107","05107",2.92229736789418,3.48179784218527,3.33044714561762,"Q5","Q5","Q5"
"108","05111",1.38909762205729,1.25731257187496,1.45401187835519,"Q5","Q5","Q5"
"109","05115",0.109329950486788,0.247106571537307,0.327411012880081,"Q4","Q4","Q4"
"110","05117",1.04598343129255,0.283555533853313,-0.320329900328893,"Q5","Q4","Q3"
"111","05119",-0.309900113208798,0.225354357418124,0.657229195315415,"Q3","Q4","Q5"
"112","05123",2.42074662245848,2.41440942707561,2.78174977321302,"Q5","Q5","Q5"
"113","05125",-0.664895377906413,-0.943219786629938,-0.690588422721031,"Q2","Q1","Q2"
"114","05127",1.03420109472668,0.742651995825593,0.787728588087131,"Q5","Q5","Q5"
"115","05131",-0.188689802041127,0.107855294718761,0.518750842998893,"Q3","Q4","Q4"
"116","05139",0.755696642294178,0.833881313801057,1.01180913648476,"Q5","Q5","Q5"
"117","05143",-0.347779792644831,-0.00756929625863424,0.172087997360142,"Q2","Q3","Q4"
"118","05145",0.527747069116227,0.109894319662723,0.0257764638537375,"Q4","Q4","Q3"
"119","05147",2.2856516278463,2.04157331931449,1.35145793038332,"Q5","Q5","Q5"
"120","06001",-0.985759835134742,-0.217960957569453,-0.115362455410489,"Q1","Q3","Q3"
"121","06003",0.327024962444092,0.344461020591464,-1.11382821944846,"Q4","Q4","Q1"
"122","06005",-0.983889575848296,-0.733248099338126,-0.955474433023042,"Q1","Q2","Q1"
"123","06007",-0.0362256544061651,0.520643865420239,0.383581939375682,"Q3","Q4","Q4"
"124","06009",-0.660162610869558,-0.280333164151545,-1.0385908224183,"Q2","Q3","Q1"
"125","06013",-1.58028631445984,-0.721645483266011,-0.515344244188464,"Q1","Q2","Q2"
"126","06015",0.228399424299721,1.19350912650023,1.00621095023621,"Q4","Q5","Q5"
"127","06017",-1.21606814856065,-0.841788373786001,-1.01846608414875,"Q1","Q1","Q1"
"128","06019",0.522230739330062,1.53914522301879,1.49229196949984,"Q4","Q5","Q5"
"129","06021",0.357195775889496,0.534341955910822,0.497831087161313,"Q4","Q4","Q4"
"130","06023",-0.0478928592824796,0.645576220845613,0.263587084822332,"Q3","Q4","Q4"
"131","06025",1.55783110738747,1.83319705174968,2.05651911677033,"Q5","Q5","Q5"
"132","06029",0.127987622251516,1.32651828515905,1.20538698655302,"Q4","Q5","Q5"
"133","06031",0.345895011228596,1.16273297314149,1.11886358524869,"Q4","Q5","Q5"
"134","06033",0.202581613824732,0.544496498792277,0.468352472367559,"Q4","Q4","Q4"
"135","06035",-0.18383389140672,0.181699005983461,-0.094841291679652,"Q3","Q4","Q3"
"136","06037",-0.416930553941897,0.995064699491674,0.74611246173437,"Q2","Q5","Q5"
"137","06039",0.220724438666103,1.12584265961436,0.774380828775608,"Q4","Q5","Q5"
"138","06041",-2.08296847182996,-1.03667046541206,-1.15161825707952,"Q1","Q1","Q1"
"139","06045",-0.282721079235755,0.271525449379228,0.279055859619681,"Q3","Q4","Q4"
"140","06047",0.453245600774413,1.3908890990207,1.51838874589073,"Q4","Q5","Q5"
"141","06049",0.0563318869749847,1.09456212856221,0.62444239972912,"Q3","Q5","Q4"
"142","06053",-0.675289934087478,0.136730662452319,0.309433655846301,"Q2","Q4","Q4"
"143","06055",-1.32208974631689,-0.682676506828591,-0.590909650010171,"Q1","Q2","Q2"
"144","06057",-1.11729501563638,-0.778109700762671,-0.81974206984598,"Q1","Q2","Q1"
"145","06059",-1.62161661363023,-0.412907934628584,-0.419179026057101,"Q1","Q2","Q2"
"146","06061",-1.33130751997912,-1.03739943603063,-1.10474989218715,"Q1","Q1","Q1"
"147","06063",-0.307389815117622,-0.162287110798478,-0.582774588682127,"Q3","Q3","Q2"
"148","06065",-0.664599854152142,0.192449683266043,0.117659128304896,"Q2","Q4","Q4"
"149","06067",-0.663573140042406,0.232144297097048,0.377189680795968,"Q2","Q4","Q4"
"150","06069",-0.734818066241892,-0.498487753089626,-0.0478257680658328,"Q2","Q2","Q3"
"151","06071",-0.545296540844142,0.586184590301875,0.576508480659189,"Q2","Q4","Q4"
"152","06073",-0.968924080977303,-0.0359990132862657,-0.0838136453276481,"Q1","Q3","Q3"
"153","06075",-0.715007666577083,-0.18335683192073,-0.395153781085746,"Q2","Q3","Q2"
"154","06077",-0.118382270562926,0.77371112272181,0.670700945140659,"Q3","Q5","Q5"
"155","06079",-0.986357494345015,-0.455006578194852,-0.66127317298777,"Q1","Q2","Q2"
"156","06081",-1.77029538369822,-1.05108261131086,-0.852402584711625,"Q1","Q1","Q1"
"157","06083",-1.04759655426334,-0.112438723086037,-0.137794897468005,"Q1","Q3","Q3"
"158","06085",-1.70788160130544,-0.814625083394621,-0.641386814010071,"Q1","Q1","Q2"
"159","06087",-1.12009115229151,-0.42557767864938,-0.322507302320095,"Q1","Q2","Q3"
"160","06089",-0.215250369065574,0.328781296995093,0.483578105510303,"Q3","Q4","Q4"
"161","06093",0.0625799682871271,0.724508411989395,0.361499713136154,"Q3","Q5","Q4"
"162","06095",-1.27416057383708,-0.527070281937205,-0.0871295624812214,"Q1","Q2","Q3"
"163","06097",-1.29399677568963,-0.81168039253245,-0.528283762039298,"Q1","Q1","Q2"
"164","06099",-0.113095688864181,0.591950406137683,0.724163114966384,"Q3","Q4","Q5"
"165","06101",0.0091243747222506,0.540826964167713,0.439210977917414,"Q3","Q4","Q4"
"166","06103",0.141864689471761,0.578647075097671,0.733960084719022,"Q4","Q4","Q5"
"167","06107",0.775452985539736,1.6954745688441,1.5552345922178,"Q5","Q5","Q5"
"168","06109",-0.659594391574742,-0.331152428228247,-0.446627669163873,"Q2","Q3","Q2"
"169","06111",-1.54393329917234,-0.546106737626102,-0.53047277020945,"Q1","Q2","Q2"
"170","06113",-0.533295089087164,0.1057984675133,-0.00120845058114313,"Q2","Q4","Q3"
"171","06115",0.519408635493909,1.24041503342212,0.891067079831886,"Q4","Q5","Q5"
"172","08005",-1.49989764082727,-0.91284310940319,-0.177341061395217,"Q1","Q1","Q3"
"173","08013",-1.3640536409355,-0.846244040281981,-0.748410354016048,"Q1","Q1","Q2"
"174","08023",2.03865792668647,1.90677174241846,1.10879012331021,"Q5","Q5","Q5"
"175","08029",0.220139170963849,-0.339918261253404,-0.504598561518332,"Q4","Q3","Q2"
"176","08031",-0.0343731683860425,0.260140969485086,0.64224813448765,"Q3","Q4","Q4"
"177","08035",-2.31836385691678,-1.58948631170913,-1.78595412930497,"Q1","Q1","Q1"
"178","08039",-1.31261709380688,-1.47448058362269,-1.83697041142027,"Q1","Q1","Q1"
"179","08041",-0.839498016747246,-0.646528117936915,-0.283180222315388,"Q1","Q2","Q3"
"180","08043",0.0841688392195954,-0.396417555246654,-0.415330236417574,"Q3","Q3","Q2"
"181","08045",-0.984442317339915,-0.935473379471391,-0.883766146176378,"Q1","Q1","Q1"
"182","08047",-1.11858436305071,-1.64628856154781,-1.21962227794987,"Q1","Q1","Q1"
"183","08051",-0.774667193571384,-0.616974771437996,-1.56782651407167,"Q1","Q2","Q1"
"184","08063",-0.347925842897625,-0.240150858804196,-0.970301580981305,"Q2","Q3","Q1"
"185","08067",-0.458727326909969,-0.501995482392832,-0.925811395407836,"Q2","Q2","Q1"
"186","08069",-1.05922035410032,-0.930184453691035,-0.673311248051562,"Q1","Q1","Q2"
"187","08071",1.16227256288281,0.694710511023439,0.265071953042708,"Q5","Q5","Q4"
"188","08077",-0.227469381101135,-0.481204805265696,-0.583690426272051,"Q3","Q2","Q2"
"189","08081",-0.748077665250653,-0.575429292850022,-0.452540026262843,"Q1","Q2","Q2"
"190","08083",0.362413181524724,0.498767506916424,0.373169439794979,"Q4","Q4","Q4"
"191","08085",-0.161611111577507,-0.247911970122812,-0.568421948372089,"Q3","Q3","Q2"
"192","08087",-0.0295897486111073,-0.274038569736182,0.157812679567246,"Q3","Q3","Q4"
"193","08089",0.890150477218541,0.764950990745834,0.863540039661256,"Q5","Q5","Q5"
"194","08095",-0.328758874245069,-0.353955475078037,-1.41656409610286,"Q3","Q3","Q1"
"195","08099",0.504699507973821,0.755734371755954,0.954445858010542,"Q4","Q5","Q5"
"196","08101",0.522061291175594,0.271963238188898,0.628982685858603,"Q4","Q4","Q4"
"197","08107",-1.06595793549692,-1.24708105327141,-1.39925721297532,"Q1","Q1","Q1"
"198","08109",1.56184131488716,1.46662581237572,1.08462085346351,"Q5","Q5","Q5"
"199","09001",-1.70796182473385,-0.818672631372931,-0.717039719561548,"Q1","Q1","Q2"
"200","09003",-1.16714298584188,-0.384999083491146,-0.132550183014577,"Q1","Q3","Q3"
"201","09005",-1.67028643295188,-1.31053879630452,-1.26833360049567,"Q1","Q1","Q1"
"202","09007",-1.6998673002593,-1.32790052112189,-1.35504165135308,"Q1","Q1","Q1"
"203","09009",-1.08401531232958,-0.407179789386444,-0.133462440846775,"Q1","Q2","Q3"
"204","09011",-1.28001747618422,-0.923420945979438,-0.821071735887341,"Q1","Q1","Q1"
"205","09013",-1.85155008350803,-1.27310790234996,-1.38562502245334,"Q1","Q1","Q1"
"206","09015",-0.824243035453532,-0.686460041955822,-0.27285410183123,"Q1","Q2","Q3"
"207","10001",-0.506763552872759,-0.252302460416545,-0.0164482418314501,"Q2","Q3","Q3"
"208","10003",-1.21107309637197,-0.676253829553858,-0.343734956711871,"Q1","Q2","Q2"
"209","10005",-0.34828862107634,-0.476364572429363,-0.603296870513708,"Q2","Q2","Q2"
"210","11001",0.232856311190129,1.51269345244066,1.09110367182848,"Q4","Q5","Q5"
"211","12001",0.0643010941086582,0.573991175858808,0.40435948508596,"Q3","Q4","Q4"
"212","12005",-0.0422750534412922,-0.0181465704557781,-0.134244856483142,"Q3","Q3","Q3"
"213","12007",0.0994043550080945,0.112460728965981,0.417812338892299,"Q4","Q4","Q4"
"214","12009",-0.925423651823869,-0.546974477999031,-0.434244766807642,"Q1","Q2","Q2"
"215","12011",-0.701647242432917,-0.166040901546729,0.114263006541557,"Q2","Q3","Q4"
"216","12015",-0.773668593141417,-0.965442428349535,-0.697491868870134,"Q1","Q1","Q2"
"217","12017",-0.133108076950136,-0.415729628479394,-0.342522406734675,"Q3","Q2","Q2"
"218","12019",-1.19056384031746,-0.861462668582701,-0.544103266616651,"Q1","Q1","Q2"
"219","12021",-0.97878731868731,-0.698812143796931,-0.749847840235077,"Q1","Q2","Q2"
"220","12023",0.512955690748075,0.230797580907284,0.52743920831344,"Q4","Q4","Q4"
"221","12027",0.616835193193424,0.60278004994257,1.01173078631439,"Q4","Q4","Q5"
"222","12029",1.40993642728832,0.600813318395999,-0.590690055712652,"Q5","Q4","Q2"
"223","12031",-0.38256029267353,0.00508411108401031,0.423904181079645,"Q2","Q3","Q4"
"224","12033",0.0598807874782699,0.472145901740216,0.671132132087028,"Q3","Q4","Q5"
"225","12039",1.43636905409965,1.24004489689514,2.00169185042776,"Q5","Q5","Q5"
"226","12045",0.39450419050079,0.505879332975912,0.256114502565002,"Q4","Q4","Q4"
"227","12049",0.84422833391592,1.16811938963853,1.24052517860437,"Q5","Q5","Q5"
"228","12051",0.671391646968039,1.1809521544327,1.42625594317998,"Q4","Q5","Q5"
"229","12053",-0.295268482114587,-0.633507326392313,-0.265678283253805,"Q3","Q2","Q3"
"230","12055",0.124625663252386,-0.107101902925248,-0.0847861623018432,"Q4","Q3","Q3"
"231","12057",-0.431769030994488,-0.0349876926936769,0.331772943885689,"Q2","Q3","Q4"
"232","12059",1.13781152531595,0.785919024359055,0.191740377319646,"Q5","Q5","Q4"
"233","12061",-0.667878644206118,-0.683659515718532,-0.334311497772287,"Q2","Q2","Q3"
"234","12063",0.828740012824403,0.484473355234875,0.305837408121728,"Q5","Q4","Q4"
"235","12065",0.772513508985791,0.559895717379382,0.328107259358112,"Q5","Q4","Q4"
"236","12067",0.956915803941856,0.300567433803349,-0.0887844303772408,"Q5","Q4","Q3"
"237","12069",-0.287853704282381,-0.649893924172319,-0.529846863080776,"Q3","Q2","Q2"
"238","12071",-0.7963846382617,-0.663309786843629,-0.499248443489253,"Q1","Q2","Q2"
"239","12073",-0.569481146784277,0.158306854574153,0.515310862948272,"Q2","Q4","Q4"
"240","12075",0.748701591027524,0.731894508052719,0.544912278676249,"Q5","Q5","Q4"
"241","12079",1.32761674622885,1.51270508807746,0.805222979753534,"Q5","Q5","Q5"
"242","12081",-0.633869443882502,-0.561246804023328,-0.327481686913404,"Q2","Q2","Q3"
"243","12083",-0.00216868335987118,-0.198523963321906,0.0604859362510341,"Q3","Q3","Q3"
"244","12085",-0.998913907214167,-0.84759330801503,-0.849067974403597,"Q1","Q1","Q1"
"245","12086",0.279124432589204,1.01328375814497,1.07578575126043,"Q4","Q5","Q5"
"246","12087",-0.89431335667155,-0.60858368838657,-0.831027711178352,"Q1","Q2","Q1"
"247","12089",-0.533939298050168,-0.702212259460171,-0.742272970356715,"Q2","Q2","Q2"
"248","12091",-0.755935126133503,-0.544348461535681,-0.428419584380483,"Q1","Q2","Q2"
"249","12093",0.552694754784496,0.237973835110537,0.462726304249217,"Q4","Q4","Q4"
"250","12095",-0.697714909031302,-0.0601696612185467,0.367185770819018,"Q2","Q3","Q4"
"251","12097",-0.637391460552906,-0.122925946095222,0.367899205468032,"Q2","Q3","Q4"
"252","12099",-0.865775019322729,-0.54972876834047,-0.269649111647727,"Q1","Q2","Q3"
"253","12101",-0.195717000824585,-0.529028609608877,-0.287869423364241,"Q3","Q2","Q3"
"254","12103",-0.678993866332972,-0.546896894525708,-0.27882162046262,"Q2","Q2","Q3"
"255","12105",-0.0970738266772069,-0.105965168511551,0.202981593199069,"Q3","Q3","Q4"
"256","12107",0.56659337510566,0.89222510752254,0.91663771929254,"Q4","Q5","Q5"
"257","12109",-0.778564716329323,-0.877795103535516,-0.860270780793296,"Q1","Q1","Q1"
"258","12111",-0.257742850169792,-0.120065843680444,0.037402830561582,"Q3","Q3","Q3"
"259","12113",-0.329051462642243,-0.397417882440147,-0.413735317433479,"Q3","Q3","Q2"
"260","12115",-1.05608729161118,-0.934335945408145,-0.766726081475498,"Q1","Q1","Q2"
"261","12117",-1.22389646862453,-0.767564401528406,-0.352290054389919,"Q1","Q2","Q2"
"262","12119",0.539011455990185,-0.268614680352389,-1.03435939626521,"Q4","Q3","Q1"
"263","12121",0.618183277591807,0.709662457711857,0.289326893540479,"Q4","Q5","Q4"
"264","12125",0.202609052105634,0.0583854047262448,0.560123043468458,"Q4","Q4","Q4"
"265","12127",-0.450461348679856,-0.351838449519918,-0.186494820375988,"Q2","Q3","Q3"
"266","12131",0.525563756858895,0.150756431537344,-0.294719296934732,"Q4","Q4","Q3"
"267","13005",1.25334400994219,1.58996230631482,0.263660157595577,"Q5","Q5","Q4"
"268","13007",1.22379846801559,1.71266174993557,1.66098915899131,"Q5","Q5","Q5"
"269","13009",0.400581638506179,0.425350232088714,1.32924971357382,"Q4","Q4","Q5"
"270","13013",-0.0117891759031441,-0.676683754882325,-0.0619513323850842,"Q3","Q2","Q3"
"271","13015",-0.243701547119401,-0.6102194280203,0.0220217172931136,"Q3","Q2","Q3"
"272","13017",1.11434171058684,1.53621827874359,2.22371784416217,"Q5","Q5","Q5"
"273","13021",0.47457007557007,1.16089107567609,1.64844804152459,"Q4","Q5","Q5"
"274","13025",0.593960767284659,0.149420006494113,0.715954120325757,"Q4","Q4","Q5"
"275","13031",0.469234837943817,0.490226403822947,0.717223226040404,"Q4","Q4","Q5"
"276","13033",2.04015730197034,2.45694737277217,1.99311129809039,"Q5","Q5","Q5"
"277","13035",0.273021748150861,-0.290618840112639,-0.088728292756874,"Q4","Q3","Q3"
"278","13045",-0.01810706602213,0.000348031673747667,0.443590146589827,"Q3","Q3","Q4"
"279","13047",-0.185688342001596,-0.656767261494228,-0.245322872360004,"Q3","Q2","Q3"
"280","13051",0.0772797633337177,0.495498329591459,0.626607665096765,"Q3","Q4","Q4"
"281","13055",0.506107113758392,0.215499138490018,0.696629068885628,"Q4","Q4","Q5"
"282","13057",-1.32575846679434,-1.22587420378863,-0.918081780893406,"Q1","Q1","Q1"
"283","13059",0.26250825787931,1.12280192412179,1.14989266175099,"Q4","Q5","Q5"
"284","13063",-0.79813906263007,-0.0507080780830213,1.65371758626206,"Q1","Q3","Q5"
"285","13067",-1.62018360539828,-0.889746881953595,-0.300568033879275,"Q1","Q1","Q3"
"286","13069",1.00153555576246,0.933297863115958,1.28817385325887,"Q5","Q5","Q5"
"287","13071",0.983769808259216,1.08705413658388,1.42197692540192,"Q5","Q5","Q5"
"288","13073",-1.35611646300005,-1.01904592004275,-0.8099189438508,"Q1","Q1","Q1"
"289","13075",0.868275175841694,1.1025184472337,1.69395044742531,"Q5","Q5","Q5"
"290","13077",-0.435224826583323,-0.699726172578013,-0.452073102937756,"Q2","Q2","Q2"
"291","13087",0.964288130610235,1.65203762694143,1.59639936494131,"Q5","Q5","Q5"
"292","13089",-0.920755153734701,-0.100970092815964,0.962876929951753,"Q1","Q3","Q5"
"293","13095",0.947941910155343,1.96018938904752,2.88408817800683,"Q5","Q5","Q5"
"294","13097",-1.11433951089442,-0.743709452516422,0.217581823843996,"Q1","Q2","Q4"
"295","13103",-0.257163668280008,-0.615430953633055,-0.482809977588372,"Q3","Q2","Q2"
"296","13107",1.34617025137436,1.99154084853979,1.39242293997139,"Q5","Q5","Q5"
"297","13109",1.13109051901869,2.20705526538147,0.877563235512543,"Q5","Q5","Q5"
"298","13113",-2.12792591259352,-1.49157960908065,-1.30619785075699,"Q1","Q1","Q1"
"299","13115",0.0349486816971042,0.202139416763239,0.617727299092713,"Q3","Q4","Q4"
"300","13117",-1.08953858553394,-1.22985382252375,-1.41124742918485,"Q1","Q1","Q1"
"301","13119",0.477146055945171,0.0575482186218921,0.220981875173997,"Q4","Q4","Q4"
"302","13121",0.196316413610018,0.697168797497123,0.62808134154298,"Q4","Q5","Q4"
"303","13123",0.543588876771199,-0.238826195185693,-0.15538631331006,"Q4","Q3","Q3"
"304","13125",0.552490343433466,-0.0982240157000396,0.272510686304873,"Q4","Q3","Q4"
"305","13127",-0.298120482525275,0.361176917726465,0.406827024008982,"Q3","Q4","Q4"
